	published_at	player_name	title	description	label
113	2019-11-21 14:40:06+00:00	Deshaun Watson	Nate Burleson breaks down why Houston Texans QB Deshaun Watson is one of the NFL's most dynamic passers	Nate Burleson breaks down why Deshaun Watson is one of the NFL's most dynamic passers.	uu
114	2019-11-15 21:23:43+00:00	Deshaun Watson	Lamar Jackson's Favorite Highlight This Season, and More | Ravens Q&A - Baltimore Ravens	Lamar Jackson's Favorite Highlight This Season, and More | Ravens Q&A Baltimore Ravens Texans look to make a huge statement; Astros already doing so, but not in a good way SportsMap Houston Deshaun Watson IS BETTER than Lamar Jackson, Preview Texans Ravens, B…	dd
115	2019-11-03 15:37:33+00:00	Deshaun Watson	Deshaun Watson Caps Off Wild Drive w/ TD - NFL	Deshaun Watson Caps Off Wild Drive w/ TD NFL Texans vs. Jaguars prediction: How to watch, live stream, more as AFC South teams square off in London CBS Sports Texans-Jaguars Inactives: Laremy Tunsil Out Battle Red Blog Jacksonville Jaguars v Houston Texans | …	dd
116	2019-11-03 18:10:47+00:00	Deshaun Watson	Texans vs. Jaguars Week 9 Highlights | NFL 2019 - NFL	Texans vs. Jaguars Week 9 Highlights | NFL 2019 NFL Texans vs. Jaguars in London: Live updates, game stats, highlights for Gardner Minshew vs. Deshaun Watson CBSSports.com After being kicked in the face, Deshaun Watson thought his eyeball had fallen out NBCSp…	dd
117	2019-11-15 22:26:42+00:00	Deshaun Watson	Deshaun vs. Lamar, Round 2: Rematch of a college classic	When Deshaun Watson and Lamar Jackson meet Sunday, it'll be a rematch of a classic college battle.	dd
118	2019-11-03 17:32:01+00:00	Deshaun Watson	Deshaun Watson shines, Minshew Mania fizzles in London	Two AFC South teams with exciting young quarterbacks battled in London today, but only one of those quarterbacks showed he’s ready for NFL stardom. Texans quarterback Deshaun Watson was excellent, while Jaguars quarterback Gardnew Minshew struggled as Houston…	dd
119	2019-11-14 14:26:43+00:00	Deshaun Watson	Deshaun Watson calls himself a “proud friend” of Lamar Jackson	Texans quarterback Deshaun Watson and Ravens quarterback Lamar Jackson will face off for the first time as professionals on Sunday and it will be the game of the day if it is anything like the time they squared off in college. Clemson and Louisville put up ne…	dd
120	2019-11-04 08:33:17+00:00	Deshaun Watson	Texans Star Deshaun Watson Says Popeyes Chicken Sandwiches Healed His Injured Eyeball	The chicken sandwich wars are heating up once again.  Last week, Houston Texans star quarterback Deshaun Watson caught a foot directly to the eye in what appeared to be a…	dd
121	2019-11-03 14:54:16+00:00	Deshaun Watson	After being kicked in the face, Deshaun Watson thought his eyeball had fallen out	An Any Given Sunday moment could have happened last Sunday. According to Melissa Stark of NFL Network, who is reporting from the sideline of the Texans-Jaguars game in London, Houston quarterback Deshaun Watson initially thought after being kicked in the face…	dd
122	2019-11-18 17:27:39+00:00	Deshaun Watson	Lamar in the lead: Ravens QB has top MVP odds	Ravens quarterback Lamar Jackson has gone from MVP longshot to the favorite in Las Vegas, getting 7-5 odds at Caesars Sportsbook.	uu
123	2019-11-13 20:39:22+00:00	Deshaun Watson	Jason Whitlock: Deshaun Watson vs Lamar Jackson should be celebrated as a story of victory rather than victimhood	Jason Whitlock talks about the Houston Texans vs. Baltimore Ravens and why Deshaun Watson vs. Lamar Jackson should be celebrated as a victory for African American quarterbacks. Texans face the Ravens on Sunday.	dd
124	2019-11-03 18:00:01+00:00	Deshaun Watson	Deshaun Watson Highlights vs. Jags | NFL 2019 - NFL	Deshaun Watson Highlights vs. Jags | NFL 2019 NFL Deshaun Watson Says Popeyes Spicy Chicken Sandwich Healed His Eye Complex Texans take 9-3 halftime lead in London NBCSports.com Deshaun Watson Caps Off Wild Drive w/ TD NFL Rapid Reaction: Texans defeat Jaguar…	dd
125	2019-11-03 15:50:02+00:00	Deshaun Watson	Deshaun Watson flips it forward to Darren Fells for TD	Houston Texans tight end Darren Fells catches a 1-yard touchdown pass from quarterback Deshaun Watson. This game is streaming live on the Yahoo Sports mobile app, or on NFL NETWORK	dd
126	2019-11-18 21:22:02+00:00	Deshaun Watson	Deshaun Watson is on Texans’ practice report with ankle injury	Deshaun Watson got his leg caught underneath him on a sack by Jaylon Ferguson late in the first half Sunday. He stayed on the ground, but trainers never came out. The Texans called timeout, and the quarterback stayed in the game. He played 57 of 61 snaps, lea…	uu
127	2019-11-27 00:42:00+00:00	Deshaun Watson	Deshaun Watson or Lamar Jackson? Matt Cassel takes his pick	Would you rather start a team with Deshaun Watson, Lamar Jackson, Patrick Mahomes, or Dak Prescott at quarterback? Former New England Patriots backup QB Matt Cassel made his pick on the latest episode of Tom E. Curran's Patriots Talk Podcast.	uu
128	2019-11-03 19:58:53+00:00	Deshaun Watson	Deshaun Watson enters bye week as a legitimate MVP candidate	Two years ago yesterday, Texans quarterback Deshaun Watson suffered a torn ACL, ending a stellar rookie season that had begun to generate some MVP buzz. Now, with a wide-open field of MVP candidates, Watson is finally getting noticed as a candidate to win the…	dd
129	2019-11-03 17:32:01+00:00	Deshaun Watson	Deshaun Watson shines, Minshew Mania fizzles in London	Two AFC South teams with exciting young quarterbacks battled in London today, but only one of those quarterbacks showed he's ready for NFL stardom. Texans quarterback Deshaun Watson was excellent, while Jaguars quarterback Gardnew Minshew struggled as Houston…	dd
130	2019-11-27 21:34:00+00:00	Deshaun Watson	Why Nick Wright Isn’t Banking On Return Of Vintage Tom Brady This Season - NESN	Why Nick Wright Isn’t Banking On Return Of Vintage Tom Brady This Season NESN Patriots’ Bill Belichick is impressed with Texans WR DeAndre Hopkins Pats Pulpit NFL Week 13 best bets: Chiefs expose Raiders with huge win, Patriots stymie Deshaun Watson in win ov…	uu
131	2019-11-17 20:35:02+00:00	Deshaun Watson	Ravens intercept Deshaun Watson's cross-body throw	Baltimore Ravens linebacker Josh Bynes intercepts a pass from Houston Texans quarterback Deshaun Watson. This game is streaming live on the Yahoo Sports mobile app, or on CBS	uu
132	2019-11-03 23:42:52+00:00	Deshaun Watson	Deshaun Watson claims Popeyes' spicy chicken sandwiches healed his injured eye before London win	After leading the Texans past the Jaguars in London on Sunday, Deshaun Watson revealed the secret he used to heal his injured eye this week.	dd
133	2019-12-01 14:42:57+00:00	Deshaun Watson	Sunday Night Football odds, spread: Texans vs. Patriots picks, predictions from expert who's 10-2	Micah Roberts has his finger on the pulse of Deshaun Watson and the Texans.	uu
134	2019-12-02 00:52:16+00:00	Deshaun Watson	Sunday Night Football odds, spread: Texans vs. Patriots picks, top predictions from proven expert who's 10-2	Micah Roberts has his finger on the pulse of Deshaun Watson and the Texans.	uu
135	2019-11-17 18:59:00+00:00	Deshaun Watson	Texans-Ravens: Refs miss obvious pass interference - Yahoo Sports	Texans-Ravens: Refs miss obvious pass interference Yahoo Sports Ravens vs. Texans: Live updates, game stats, highlights as Lamar Jackson, Deshaun Watson battle in Baltimore CBSSports.com How to watch Ravens vs. Texans: Week 11 game time, TV, odds and more Bal…	uu
136	2019-11-17 23:45:08+00:00	Deshaun Watson	Motivated Ravens defense reaches a new level in statement win over Texans	The Baltimore defense effectively took Deshaun Watson out of the MVP race in a dominant effort	uu
137	2019-11-07 20:12:26+00:00	Deshaun Watson	House Hunter Denver: Phillip Lindsay ready to move out of parent's place	The Broncos back has lived with his parents in Aurora, Colorado, home since he was signed by the Broncos as an undrafted rookie.	dd
138	2019-11-17 23:04:32+00:00	Deshaun Watson	Hopkins: Need 'someone new' deciding PI calls	"After a seemingly clear instance of pass interference wasn't called after a replay review during Sunday's game in Baltimore, Texans receiver DeAndre Hopkins lobbied for ""someone new in New York"" to decide those calls."	uu
139	2019-11-15 17:30:21+00:00	Deshaun Watson	Deshaun Watson IS BETTER than Lamar Jackson, Preview Texans Ravens, Betting, Fantasy Football advice - CBS Sports	Deshaun Watson IS BETTER than Lamar Jackson, Preview Texans Ravens, Betting, Fantasy Football advice CBS Sports Texans look to make a huge statement; Astros already doing so, but not in a good way SportsMap Houston McClain: Ravens game a big stage for Texans …	dd
140	2019-11-03 18:30:07+00:00	Deshaun Watson	Deshaun Watson's best plays against the Jags in London | Week 9	See the best plays from Houston Texans quarterback Deshaun Watson in a Week 9 win against the Jacksonville Jaguars. This game is streaming live on the Yahoo Sports mobile app, or on NFL NETWORK	dd
141	2019-11-13 20:10:06+00:00	Deshaun Watson	Warner: Watson has less room for error than Jackson in Week 11	NFL Network's Kurt Warner breaks down the matchup between Houston Texans quarterback Deshaun Watson and Baltimore Ravens quarterback Lamar Jackson in Week 11. This game is streaming live on the Yahoo Sports mobile app, or on CBS	dd
142	2019-11-15 16:45:10+00:00	Deshaun Watson	The five most pressing NFL questions in Week 11: Who wins Lamar vs. Watson duel?	Matt Harmon runs through his five most pressing questions ahead of Week 11, including who will have the better fantasy day when Lamar Jackson and Deshaun Watson go head-to-head.	dd
143	2019-11-15 16:45:10+00:00	Deshaun Watson	The five most pressing NFL questions in Week 11: Who wins Lamar vs. Watson duel?	Matt Harmon runs through his five most pressing questions ahead of Week 11, including who will have the better fantasy day when Lamar Jackson and Deshaun Watson go head-to-head.	dd
144	2019-11-28 04:37:50+00:00	Deshaun Watson	Fantasy Football Beat: Tom Brady the better option than Deshaun Watson this week?	Is Tom Brady a better option than Deshaun Watson this week? Which Patriots and Texans can you trust? Phil Perry has his answers in this week's fantasy football beat as the fantasy playoffs draw nearer.	uu
145	2019-11-22 05:00:06+00:00	Deshaun Watson	Deshaun Watson's best plays on 'TNF' | Week 12	"Quarterback Deshaun Watson delivered  on ""Thursday Night Football"" with a critical Week 12 division win against the Indianapolis Colts. Here are his best plays. This game is streaming live on the Yahoo Sports mobile app, or on FOX"	uu
146	2019-11-13 18:22:18+00:00	Deshaun Watson	Texans-Ravens could be first of many Watson-Jackson duels	This is the first of what could be many meetings between two dynamic young AFC quarterbacks when Deshaun Watson and the Houston Texans visit Lamar Jackson and the Baltimore Ravens on Sunday.	dd
147	2019-11-03 19:45:45+00:00	Deshaun Watson	View from the O-Zone: “It was no fun…” - jaguars.com	View from the O-Zone: “It was no fun…” jaguars.com Deshaun Watson Caps Off Wild Drive w/ TD NFL Deshaun Watson Says Popeyes Spicy Chicken Sandwich Healed His Eye Complex This call against Jacksonville might be worst personal foul call of the NFL season thus f…	dd
148	2019-11-13 18:22:17+00:00	Deshaun Watson	Texans-Ravens could be first of many Watson-Jackson duels	This is the first of what could be many meetings between two dynamic young AFC quarterbacks when Deshaun Watson and the Houston Texans visit Lamar Jackson and the Baltimore Ravens on Sunday.	dd
149	2019-11-29 05:15:00+00:00	Deshaun Watson	The Rush: NFL stars reveal Thanksgiving food they love and hate	The morning after Thanksgiving, NFL stars including Drew Brees, Saquon Barkley, Stefon Diggs, Deshaun Watson and more stop by The Rush to reveal the best and worst food left over in their fridges.	uu
150	2019-12-01 17:40:07+00:00	Deshaun Watson	Warner's Corner: How can New England Patriots' defense contain Deshaun Watson?	Kurt Warner examines how the New England Patriots should approach a prime-time showdown with Houston Texans quarterback Deshaun Watson in Week 13. This game is streaming live on the Yahoo Sports mobile app, or on NBC	uu
151	2019-11-22 03:35:02+00:00	Deshaun Watson	Can't-Miss Play: Nuk Da Bomb! Watson hits Hopkins DEEP for TD	Houston Texans wide receiver DeAndre Hopkins catches a 35-yard touchdown pass from quarterback Deshaun Watson. This game is streaming live on the Yahoo Sports mobile app, or on FOX	uu
152	2019-11-22 05:24:26+00:00	Deshaun Watson	Texans beat Colts to take AFC South lead	Deshaun Watson threw two touchdown passes to DeAndre Hopkins and finished with 298 yards passing  for Houston.	uu
153	2019-11-04 04:28:35+00:00	Deshaun Watson	Week 9 NFL playoff picture: Ravens hand Pats first loss, jump to No. 2 in AFC	It's midseason, and the playoff picture is just now starting to take early shape. Here's how the current bracket looks and what's ahead.	dd
154	2019-11-17 23:20:12+00:00	Deshaun Watson	Deshaun Watson Says Lamar Jackson Should Be the MVP - BaltimoreRavens.com	Lamar Jackson threw four more touchdowns and ripped off another highlight-reel run in a lopsided win over the Houston Texans.	uu
155	2019-11-28 17:13:01+00:00	Deshaun Watson	Against Deshaun Watson, Patriots need to be thinking deeply	The Texans quarterback can hurt you — quickly — with the long ball, though he also is prone to mistakes.	uu
156	2019-11-03 17:42:13+00:00	Darren Fells	Houston Texans 26-3 Jacksonville Jaguars: Texans win last London game of 2019	The Houston Texans rounded off this year's NFL London Series with a 26-3 win over the Jacksonville Jaguars in front of 84,771 at Wembley.	d
157	2019-11-03 15:50:02+00:00	Darren Fells	Deshaun Watson flips it forward to Darren Fells for TD	Houston Texans tight end Darren Fells catches a 1-yard touchdown pass from quarterback Deshaun Watson. This game is streaming live on the Yahoo Sports mobile app, or on NFL NETWORK	d
158	2019-11-03 17:44:49+00:00	Darren Fells	Deshaun Watson handles the pressure with ease in Texansâ victory	Texans QB Deshaun Watson made all the right decisions, throwing for two TDs in the Texans' easy victory over the Jaguars in London.	d
159	2019-11-10 21:52:11+00:00	Darren Fells	Losses and embarrassment continue to mount for Pat Shurmur, Giants	New York has now dropped six straight thanks to an effort that will add to the finger-pointing at the coach and defensive coordinator.	d
160	2019-11-03 15:57:32+00:00	Darren Fells	Texans take 9-3 halftime lead in London	A couple of spectacular plays by Deshaun Watson have been the highlights of today’s first half in London. Watson, the Texans’ quarterback who is putting together a string of highlights this season, added a couple more today, including a quick flip to a runnin…	d
161	2019-11-13 17:19:40+00:00	Darren Fells	Report: Austin Hooper to miss a month	One of the most productive tight ends in the league this season is set to miss several weeks after hurting his knee last weekend. Falcons tight end Austin Hooper went for an MRI after injuring his knee in last Sunday’s win over the Saints. Ian Rapoport of NFL…	d
162	2019-11-13 17:19:40+00:00	Darren Fells	Report: Austin Hooper to miss a month	One of the most productive tight ends in the league this season is set to miss several weeks after hurting his knee last weekend. Falcons tight end Austin Hooper went for an MRI after injuring his knee in last Sunday's win over the Saints. Ian Rapoport of NFL…	d
163	2019-11-03 15:57:32+00:00	Darren Fells	Texans take 9-3 halftime lead in London	A couple of spectacular plays by Deshaun Watson have been the highlights of today's first half in London. Watson, the Texans' quarterback who is putting together a string of highlights this season, added a couple more today, including a quick flip to a runnin…	d
164	2019-11-03 17:45:05+00:00	Darren Fells	No looking back: Watson on point as Texans top Jags 26-3	No looking back: Watson on point as Texans top Jags 26-3	d
165	2019-11-12 20:27:13+00:00	Darren Fells	Week 11 Tight End Preview: Streaming options, DFS plays, matchups that matter, and more	Heath Cummings gives you everything you need to know for Week 11, including his projections.	d
166	2019-11-16 19:13:15+00:00	Darren Fells	Texans won't have Will Fuller available for third straight game, but offense has overcome his absence before	Fuller has missed the past two games due to a hamstring injury	d
167	2019-11-03 20:00:00+00:00	Darren Fells	Creech: A successful business trip for Texans - Houston Chronicle	<p>Houston avoided all the hoopla of the London scene and came back with a 26-3 win over the Jaguars</p>	d
168	2019-11-03 17:53:59+00:00	Darren Fells	No looking back: Watson on point as Texans top Jags 26-3	Deshaun Watson's most impressive throw Sunday went backward - a flip under pressure to running back Carlos Hyde, whose 7-yard gain set up Houston's first TD in a 26-3 runaway over the Jacksonville Jaguars.  The rugby-style pitch was spot-on perfect for a game…	d
169	2019-11-14 17:03:54+00:00	Darren Fells	Fantasy Football Week 11 Tight End Preview: How do you replace George Kittle, Austin Hooper?	Heath Cummings gives you everything you need to know for Week 11, including injury updates, projections, and more.	d
170	2019-11-21 14:08:26+00:00	Darren Fells	DeAndre Hopkins' game evolves thanks to Texans' supporting cast	Hopkins' yards-per-catch average is down, but his receptions total is up and he's moving the chains more than any receiver in the AFC.	u
171	2019-11-05 17:14:39+00:00	Darren Fells	Fantasy Football Week 10 Waiver Wire: Daniel Jones, Ronald Jones can help you survive the bye weeks	With six teams on bye in Week 10, you're going to need more help than ever. Here are Jamey Eisenberg's top waiver wire targets for this week.	d
172	2019-11-21 07:11:04+00:00	Darren Fells	Week 12 Fantasy Football Forecast (TNF)	Texans (24 projected points, -3.5 point spread) vs. IND Forecast: Deshaun Watson QB1, Carlos Hyde RB3, Duke Johnson RB3, DeAndre Hopkins WR1, Will Fuller (questionable) WR3/4, Kenny Stills WR4, Darren Fells TE2, Jordan Akins TE3 The Colts zone defense, in the…	u
173	2019-11-14 22:05:21+00:00	Darren Fells	Texans-Ravens Preview Capsule	HOUSTON (6-3) at BALTIMORE (7-2) Sunday, 1 p.m. ET, CBS OPENING LINE — Ravens by 4 RECORD VS. SPREAD — Houston 5-4, Baltimore 4-4-1 Most Read StoriesMegan Rapinoe won a Woman of the Year award. She thanked Colin Kaepernick.Boeing abandons its failed fuselage …	d
174	2019-11-14 22:04:59+00:00	Darren Fells	It’s Jackson vs. Watson in duel between Ravens and Texans	Ravens and Lamar Jackson take on Deshaun Watson and the Texans in a duel between first-place teams in the AFC	d
175	2019-11-15 20:43:05+00:00	Darren Fells	4 reasons the Houston Texans will defeat the Ravens in Week 11 - ClutchPoints	4 reasons the Houston Texans will defeat the Ravens in Week 11 ClutchPoints The Ravens Have Built the NFL’s Most Terrifying—and Fun—Offense The Ringer Late for Work 11/15: Predictions for Ravens vs. Texans A strong case can be made BaltimoreRavens.com Lamar J…	d
176	2019-11-13 17:35:09+00:00	Darren Fells	Week 11 Tight End Preview: Who can you replace Austin Hooper with?	Heath Cummings gives you everything you need to know for Week 11, including injury updates, projections, and more.	d
177	2019-11-07 17:23:47+00:00	Darren Fells	Week 10 bold fantasy football predictions: NFL's worst teams actually have something to offer	Some of the worst teams in the NFL are ready to contribute wins to your fantasy team. Our experts suggest leaning on the likes of the Dolphins and Jets.	d
178	2019-11-14 22:04:59+00:00	Darren Fells	It’s Jackson vs. Watson in duel between Ravens and Texans	BALTIMORE (AP) — The Baltimore Ravens and Houston Texans each have used a dual-threat quarterback and an opportunistic defense to become first-place teams in the AFC. Now it’s time to find out who does it better. The Ravens (7-2) have won five straight, their…	d
179	2019-11-03 22:00:54+00:00	Darren Fells	Barnwell's midseason NFL awards: Picking MVP, All-Pro teams, best rookies, more	The race for MVP is wide open, but the candidates are strong. Bill Barnwell picks the major award winners at the halfway point.	d
180	2019-11-08 15:37:13+00:00	Darren Fells	Week 10 Fantasy Football Sleepers: Value TEs Mike Gesicki, Vance McDonald set up to deliver; DFS lineups	Mike Gesicki, Jonnu Smith and Vance McDonald are among the highlight options in Jamey Eisenberg's sleepers for Week 10.	d
181	2019-11-22 00:08:08+00:00	Darren Fells	Texans vs. Colts odds, line: Thursday Night Football picks, predictions from top simulation on 92-63 run	SportsLine's advanced computer model simulated Thursday's Colts vs. Texans game 10,000 times.	u
182	2019-11-11 19:25:22+00:00	Darren Fells	Week 11 Fantasy PPR Rankings: Tight end	There aren't many big risers in our Week 11 fantasy TE PPR rankings compared to our standard rankings, but we can still spot a few tight end sleepers by looking at matchups.	d
183	2019-11-22 00:34:33+00:00	Darren Fells	Tale of the Tight End Tape: Andrews and Hooper saved us	Mark Andrews and Austin Hooper have been the profit guys, but have the other tight ends been that bad in 2019? Scott Pianowski investigates,	u
184	2019-11-22 04:41:27+00:00	Darren Fells	Nuk Scores Twice, Texans Win	Ryan McDowell covers the latest NFL news, including the Texans' crucial division win over the Colts on Thursday night. (Getty Images)	u
185	2019-11-19 19:15:06+00:00	Darren Fells	Fantasy Football Week 12 Cut List: Here's who to drop before waivers run	Not sure if you should say goodbye to a disappointing player on your roster? Our Cut List shows you which players to drop in 10-, 12- and 14-team leagues.	u
186	2019-11-21 18:50:22+00:00	Darren Fells	Texans vs. Colts odds, line: Thursday Night Football picks, predictions from dialed-in model on 92-63 run	SportsLine's advanced computer model simulated Thursday's Colts vs. Texans game 10,000 times.	u
187	2019-11-20 16:11:31+00:00	Darren Fells	Colts at Texans prediction: How to watch, stream key AFC South matchup on Thursday night	The Colts and Texans are battling for first place in the AFC South	u
188	2019-12-01 18:29:13+00:00	Darren Fells	NFL DFS for Patriots vs. Texans: Best DraftKings, FanDuel daily Fantasy football picks, lineups for Week 13	SportsLine's Mike McClure, a DFS pro with almost $2M in winnings, gives optimal lineup advice.	u
189	2019-11-21 21:33:23+00:00	Darren Fells	Texans vs. Colts odds, line: Thursday Night Football picks, predictions from simulation on 92-63 run	SportsLine's advanced computer model simulated Thursday's Colts vs. Texans game 10,000 times.	u
190	2019-11-26 18:00:13+00:00	Darren Fells	Fantasy Football Week 13 Waiver Wire: Add playoff difference makers like Jonathan Williams, Sam Darnold	With the playoffs looming, it's time to identify who can boost your lineup on the road to a championship. Jamey Eisenberg gives you the top waiver targets for Week 13.	u
191	2019-11-11 21:27:18+00:00	Darren Fells	Priority fantasy football pickups for Week 11 and beyond	Another week, another minefield of byes and injuries to navigate. The waiver wire offers a few potential fantasy difference-makers in Week 11. Let's add.	d
192	2019-11-22 23:15:34+00:00	Darren Fells	Fantasy football: Jets’ Ryan Griffin is a worthy tight end audible	Plans are important. You identify a goal, then lay out the steps you believe are required to obtain that goal. You form a strategy, a plan, to succeed. Sometimes that plan works, sometimes it doesn’t. Which is also why you need to be pliable enough to alter t…	u
193	2019-11-05 21:23:58+00:00	Darren Fells	Week 9: AFC Targets & Touches	Jesse Pantuosco dissects the latest AFC volume trends in Week 9 Targets and Touches. (AP)	d
194	2019-11-12 17:28:27+00:00	Darren Fells	Fantasy Football Week 11 Waiver Wire: Can Brian Hill, Deebo Samuel, Dede Westbrook be late-season winners?	Devonta Freeman's injury has created a significant opportunity in Atlanta's backfield, and Brian Hill could make a huge Fantasy impact as a result.	d
195	2019-11-03 22:00:16+00:00	Darren Fells	Butker’s FG gives Chiefs 26-23 win over Vikings	KANSAS CITY, Mo. (AP) — Harrison Butker matched a career long with a 54-yard field goal to tie the game late in the fourth quarter, then drilled a 44-yarder as time expired to give the Kansas City Chiefs a thrilling 26-23 victory over the Minnesota Vikings on…	d
196	2019-11-16 12:00:04+00:00	Darren Fells	Fantasy Football Week 11 Rankings: Waiver-Wire Targets for Injured Players	When the fantasy football season is this close to the end of the regular season and the start of the playoffs, it becomes even more crucial to monitor the status of injured players...	d
197	2019-11-13 19:38:24+00:00	Darren Fells	Top Fantasy Waiver Wire TE Targets After Austin Hooper's Knee Injury	For fantasy football players, it isn't a great time to need a tight end.    The position is already thin, and with Wednesday's news that Atlanta Falcons tight end  Austin Hooper  could miss a month of action, it only got thinner...	d
198	2019-11-18 18:35:28+00:00	Darren Fells	Week 12 Fantasy PPR Rankings: Tight end	With so many top TEs out or questionable for Week 12, it's time to try to uncover sleepers like Jaeden Graham, Ryan Griffin, and Jacob Hollister for your PPR fantasy lineups.	u
199	2019-11-14 22:06:50+00:00	Darren Fells	Texans-Ravens Preview	The Baltimore Ravens and Houston Texans each have used a dual-threat quarterback and an opportunistic defense to become first-place teams in the AFC.  The Ravens (7-2) have won five straight, their longest winning streak since 2006, and own a comfortable lead…	d
200	2019-11-27 15:26:03+00:00	Darren Fells	Fantasy football Week 13 Start ‘Em, Sit ‘Em: Kyler Murray, David Johnson	Make sure to set your fantasy football lineups for Week 13 before the turkey coma sets in on Thursday. Below are some good plays for this week, as well as some other NFL players you should consider avoiding based on matchups, injuries and trends. If you need …	u
201	2019-11-10 21:43:23+00:00	Darren Fells	Losses and embarrassment continue to mount for Pat Shurmur, Giants	New York has now dropped six straight thanks to an effort that will add to the finger-pointing at the coach and defensive coordinator.	d
202	2019-11-05 21:48:02+00:00	Darren Fells	Week 10 Fantasy Football Rankings: Experts give top waiver targets, bye stashes and Kareem Hunt advice	Issues with Kareem Hunt, Mark Andrews, David Johnson, bye-week waiver help and trade advice? It's all here for Week 10.	d
203	2019-11-12 21:15:47+00:00	Darren Fells	Week 10: AFC Targets & Touches	Jesse Pantuosco dissects the latest AFC volume trends in Week 10 Targets and Touches. (AP)	d
204	2019-11-19 21:53:53+00:00	Darren Fells	Week 11: AFC Targets & Touches	Jesse Pantuosco dissects the latest AFC volume trends in Week 11 Targets and Touches. (AP)	u
205	2019-11-26 21:17:57+00:00	Darren Fells	Week 12: AFC Targets & Touches	Jesse Pantuosco dissects the latest AFC volume trends in Week 12 Targets and Touches. (AP)	u
206	2019-11-25 18:18:44+00:00	Darren Fells	Ryan Tannehill's Resurgence	Patrick Daugherty breaks down all of Week 12's biggest storylines, including Ryan Tannehill's continued hot play. (AP)	u
207	2019-11-11 18:29:44+00:00	Darren Fells	Amari Cooper's Consistency	Patrick Daugherty breaks down all of Week 10's biggest storylines, including Amari Cooper's monster game against the Vikings. (Getty Images)	d
208	2019-11-18 14:00:02+00:00	Darren Fells	Fantasy Football Week 12: Waiver-Wire Pickups, Rankings and Stat Projections	Carolina Panthers running back Christian McCaffrey is a fantasy football machine. Every week, owners can count on him to put up big numbers to help them win their fantasy matchup...	u
209	2019-11-03 17:50:15+00:00	Darren Fells	No looking back: Watson on point as Texans top Jags 26-3	Deshaun Watson's most impressive throw Sunday went backward — a flip under pressure to running back Carlos Hyde, whose 7-yard gain set up Houston's first TD in a 26-3 runaway over the Jacksonville Jaguars.	d
210	2019-11-24 14:35:43+00:00	Darren Fells	Fantasy Football Week 12: Updated PPR Lineup Cheat Sheet Rankings	Are you sure you're setting your best Fantasy lineup? Dave Richard went through every matchup and rated every player for Week 12 in PPR leagues.	u
211	2019-11-24 14:35:25+00:00	Darren Fells	Fantasy Football Week 12: Non-PPR Lineup Cheat Sheet Rankings	Are you sure you're setting your best Fantasy lineup? Dave Richard went through every matchup and rated every player for Week 12 in non-PPR leagues.	u
212	2019-11-13 23:55:15+00:00	Darren Fells	Fantasy Football Week 11: Non-PPR Lineup Cheat Sheet Rankings	Are you sure you're setting your best Fantasy lineup? Dave Richard went through every matchup and rated every player for Week 11 in non-PPR leagues.	d
213	2019-11-13 23:51:46+00:00	Darren Fells	Fantasy Football Week 11: PPR Lineup Cheat Sheet Rankings	Are you sure you're setting your best Fantasy lineup? Dave Richard went through every matchup and rated every player for Week 11 in PPR leagues.	d
214	2019-11-03 20:09:54+00:00	Darren Fells	Houston Texans 26-3 Jacksonville Jaguars: Texans comfortably win in first ever game on English soil	PETER CARLINE AT WEMBLEY: Minshew mania failed to grip Wembley as Deshaun Watson eased the Houston Texans to victory on their first appearance on English soil.	d
215	2019-11-03 21:34:30+00:00	Darren Fells	Deshaun Watson Says Popeyes Spicy Chicken Sandwich Healed His Eye	Deshaun Watson believes that the Popeyes chicken sandwich has magical healing properties.	d
216	2019-11-03 15:29:38+00:00	Darren Fells	How to Watch Texans vs. Jaguars, NFL Week 9 Live Stream, Schedule, TV Channel, Start Time	Watch Texans vs. Jaguars Live Onlinle	d
217	2019-11-21 00:03:02+00:00	Darren Fells	Fantasy Football Week 12: Non-PPR Lineup Cheat Sheet Rankings	Are you sure you're setting your best Fantasy lineup? Dave Richard went through every matchup and rated every player for Week 12 in non-PPR leagues.	u
218	2019-11-20 23:54:58+00:00	Darren Fells	Fantasy Football Week 12: PPR Lineup Cheat Sheet Rankings	Are you sure you're setting your best Fantasy lineup? Dave Richard went through every matchup and rated every player for Week 12 in PPR leagues.	u
219	2019-11-03 13:26:28+00:00	Darren Fells	Fantasy Football Week 9: Updated Non-PPR Lineup Cheat Sheet Rankings	Are you sure you're setting your best Fantasy lineup? Dave Richard went through every matchup and rated every player for Week 9 in non-PPR leagues.	dd
220	2019-11-28 15:27:00+00:00	Darren Fells	Fantasy Football 2019: Who To Start – And Who To Sit – In Week 13	A position by position breakdown of who you should start and sit in your fantasy football lineups in Week 13.	u
221	2019-11-03 13:23:30+00:00	Darren Fells	Fantasy Football Week 9: Updated PPR Lineup Cheat Sheet Rankings	Are you sure you're setting your best Fantasy lineup? Dave Richard went through every matchup and rated every player for Week 9 in PPR leagues.	dd
222	2019-11-28 17:00:03+00:00	Darren Fells	Week 13 Start 'Em, Sit 'Em: Play or Bench Tips for Fantasy Football Owners	It's turkey time, and that means the fantasy football playoffs are just a week away.      If you're reading this instead of figuring out if your quarterbacks and defenses are set ...	u
